fid,boron,calcium,clay,copper,fineSand,humus,potassium,magnesium,phosphorus,rt,sand,totalN,zinc,silt,jb,coarseSand,altitude,sulfur,iron,manganese,molybdenum,sodium,ph,fiSoil,NDVI0517_uav,NDRE0517_uav,PLOT_ID,Block_a,Block_b,NDVI0412_uav,NDVI0529_uav,NDVI0624_uav,NDRE0412_uav,NDRE0529_uav,NDRE0624_uav,Treatment_2021,Treatment_2022,anthesis_23062021_biomass_dryweight_kgha,harvest_06082021_grainyield_15moisture_kgha,anthesis_31052022_biomassdryweight_kgha,harvest_11082022 _grainyield_15moisture_kgha,area
"126",2.02193,0,6.3215,0.939254,41.681042,1.785034,11.028825,2.795854,3.249618,5.847098,87.096764,0,0,4.796705,"4",45.415718,25.704561,,,,,,5.347098,"0",0.711313159888751,0.394268455636137,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",3.58444857128779
"127",2.084818,0,6.297768,0.981359,41.718792,1.784292,11.012883,2.786386,3.231859,5.852212,87.128693,0,0,4.789246,"4",45.409904,25.583797,,,,,,5.352212,"0",0.741179993185681,0.402625728705193,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",6.5615206065122
"128",1.985705,0,6.177991,0.915001,41.909306,1.780549,10.932426,2.738606,3.251422,5.846579,87.289864,0,0,4.751599,"4",45.380554,25.707632,,,,,,5.346579,"0",0.654138696420307,0.359874794868172,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",7.10524366609752
"129",2.049586,0,6.133206,0.957771,41.980541,1.779149,10.902344,2.720741,3.231495,5.852317,87.350121,0,0,4.737522,"4",45.369583,25.592035,,,,,,5.352317,"0",0.663482177045385,0.364570599844665,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",12.2510559183429
"130",2.084471,0,6.136181,0.981127,41.975807,1.779242,10.904342,2.721927,3.227146,5.853569,87.346123,0,0,4.738457,"4",45.370312,25.44511,,,,,,5.353569,"0",0.695225896869914,0.379485282491786,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",12.2510500086937
"131",2.111875,0,6.179889,0.999474,41.906288,1.780608,10.933702,2.739363,3.22895,5.85305,87.287308,0,0,4.752195,"4",45.38102,25.294125,,,,,,5.35305,"0",0.696091720073368,0.359380210174349,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",3.40088493241637
"132",1.975825,0,6.078874,0.908386,42.066959,1.777451,10.865848,2.699066,3.256299,5.845175,87.423233,0,0,4.720445,"4",45.35627,25.710129,,,,,,5.345175,"0",0.694004411669808,0.415373579581881,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",3.55944366395124
"133",2.047383,0,6.02091,0.956295,42.159157,1.775639,10.826912,2.675944,3.230631,5.852566,87.501228,0,0,4.702226,"4",45.342068,25.601912,,,,,,5.352566,"0",0.708257194985978,0.417392244879811,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",5.2741514344234
"134",2.084893,0,6.003454,0.981409,42.186924,1.775093,10.815186,2.66898,3.221093,5.855312,87.524712,0,0,4.69674,"4",45.337791,25.463089,,,,,,5.355312,"0",0.729400442905557,0.431865170080946,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",5.2741414931952
"135",2.113662,0,6.041126,1.000671,42.127003,1.776271,10.840491,2.684008,3.220064,5.855608,87.474022,0,0,4.70858,"4",45.347019,25.314646,,,,,,5.355608,"0",0.654567294963185,0.349182507449265,12g-5,8a,7b,0.446872189171883,0.728313006738629,0.696946459270022,0.207395890244605,0.377799694961806,0.35076929533109,ECO,ECO,,,"3619.546667","5041.232293",0.978161661514605
"136",1.824628,0,5.910683,0.807156,42.334484,1.772194,10.75287,2.631973,3.325726,5.825183,87.649544,0,0,4.667581,"4",45.31506,25.748228,,,,,,5.325183,"0",0.79008858883054,0.489618389967182,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",4.52202746365219
"137",1.881663,0,5.83904,0.845342,42.448437,1.769954,10.704745,2.603393,3.298787,5.83294,87.745941,0,0,4.645062,"4",45.297504,25.647997,,,,,,5.33294,"0",0.792904255007226,0.494252815243687,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",5.72973587240267
"138",1.733063,0,5.947672,0.745851,42.27565,1.77335,10.777716,2.646728,3.383791,5.808463,87.59977,0,0,4.679207,"4",45.324123,25.791866,,,,,,5.308463,"0",0.743306092941729,0.456877090187347,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",11.6397338975949
"139",1.784074,0,5.886575,0.780004,42.372829,1.77144,10.736675,2.622355,3.359539,5.815446,87.681984,0,0,4.660003,"4",45.309151,25.690145,,,,,,5.315446,"0",0.780865143409384,0.481098916245423,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",11.7087885849905
"140",1.816967,0,5.866037,0.802027,42.405499,1.770798,10.722879,2.614162,3.343937,5.819939,87.709618,0,0,4.653548,"4",45.304119,25.557608,,,,,,5.319939,"0",0.811882377133701,0.495365695995732,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",9.68052276270464
"141",1.617539,0,6.092834,0.668505,42.044754,1.777887,10.875224,2.704635,3.464416,5.785246,87.404449,0,0,4.724833,"4",45.359692,25.92737,,,,,,5.285246,"0",0.668408394518836,0.360602318825379,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",0.295515218604123
"142",1.671516,0,6.017262,0.704644,42.164959,1.775525,10.824461,2.674488,3.435544,5.793561,87.506134,0,0,4.70108,"4",45.341175,25.834702,,,,,,5.293561,"0",0.792409106667213,0.471039122741469,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",8.08870091987774
"143",1.697242,0,5.939709,0.721868,42.288315,1.773101,10.772367,2.643551,3.414547,5.799606,87.610489,0,0,4.676704,"4",45.32217,25.73727,,,,,,5.299606,"0",0.816518539730075,0.49504644997266,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",9.21168497926556
"144",1.703621,0,5.907732,0.726139,42.339176,1.772101,10.750888,2.630795,3.403919,5.802667,87.653511,0,0,4.666653,"4",45.314335,25.607542,,,,,,5.302667,"0",0.824532453908375,0.491564401455065,10g-12,8a,7b,0.409768044965863,0.786343156546746,0.621908694926071,0.190953010176021,0.449751012034475,0.318254593339983,REF_2,REF_2,,,"5842.98","5331.149431",8.3456238892395
"145",2.093083,0,7.69234,0.986893,39.500595,1.827881,11.949649,3.342703,3.324882,5.825426,85.252205,0,0,5.227575,"3",45.751606,26.659773,,,,,,5.325426,"0",0.598502133537341,0.303172432833828,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",6.81912047055084
"146",2.127921,0,7.827709,1.010217,39.285282,1.832112,12.040579,3.396704,3.339701,5.821158,85.070053,0,0,5.270123,"3",45.784775,26.488831,,,,,,5.321158,"0",0.607365767834712,0.30787392516188,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",10.284115915827
"147",2.154913,0,7.962488,1.028289,39.070904,1.836325,12.131113,3.45047,3.36112,5.814991,84.888702,0,0,5.312485,"3",45.817799,26.296429,,,,,,5.314991,"0",0.635818741362397,0.326077683744971,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",9.16112547868397
"148",2.212371,0,8.167774,1.066759,38.744377,1.842741,12.269009,3.532362,3.386246,5.807756,84.612473,0,0,5.377009,"3",45.868099,26.095222,,,,,,5.307756,"0",0.558853359637858,0.283050572110153,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",2.08913511985156
"149",1.977539,0,7.691264,0.909533,39.502308,1.827848,11.948926,3.342274,3.348771,5.818547,85.253654,0,0,5.227237,"3",45.751343,26.601284,,,,,,5.318547,"0",0.613655677839044,0.309207111565638,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",6.8441620816011
"150",1.990401,0,7.836912,0.918145,39.270641,1.8324,12.046761,3.400375,3.374328,5.811188,85.057671,0,0,5.273015,"3",45.787029,26.434969,,,,,,5.311188,"0",0.646097969783395,0.326485977615535,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",10.647616096132
"151",2.000879,0,7.990229,0.92516,39.026779,1.837192,12.149747,3.461536,3.403594,5.802761,84.851372,0,0,5.321204,"3",45.824596,26.25248,,,,,,5.302761,"0",0.652051459307107,0.3318703630081,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",11.7522317653493
"152",2.041532,0,8.209883,0.952378,38.677399,1.844058,12.297294,3.549159,3.436632,5.793247,84.555817,0,0,5.390244,"3",45.878418,26.067913,,,,,,5.293247,"0",0.596627852960516,0.295109218556089,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",1.87249051641629
"153",1.896974,0,8.021686,0.855593,38.976746,1.838175,12.170877,3.474084,3.438531,5.7927,84.809052,0,0,5.331091,"3",45.832306,26.235304,,,,,,5.2927,"0",0.717529022037286,0.398313790657859,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",5.6903767182157
"154",1.927602,0,8.244909,0.8761,38.621685,1.845152,12.320822,3.563132,3.475389,5.782087,84.508682,0,0,5.401253,"3",45.887001,26.0555,,,,,,5.282087,"0",0.62725337620078,0.317446451397053,2g-4,7a,7b,0.449638123145094,0.606677152239718,0.553367157199146,0.201431060592519,0.281114277010489,0.237708092979202,MO13,MO13,,,"3551.08","2399.222534",0.298771376696095
"155",1.567526,0,6.108113,0.63502,42.020454,1.778364,10.885488,2.710731,3.497393,5.775751,87.383888,0,0,4.729635,"4",45.363434,25.956451,,,,,,5.275751,"0",0.677585593167872,0.345737703786981,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",1.32792877923202
"156",1.606506,0,6.014692,0.661118,42.169048,1.775445,10.822735,2.673463,3.470878,5.783386,87.50959,0,0,4.700272,"4",45.340546,25.873245,,,,,,5.283386,"0",0.759443091014448,0.406874532062512,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",9.34330200927798
"157",1.609002,0,5.915064,0.662789,42.327515,1.77233,10.755813,2.63372,3.453246,5.788463,87.643646,0,0,4.668958,"4",45.316132,25.785601,,,,,,5.288463,"0",0.744036319220097,0.401468928789776,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",8.22030771552818
"158",1.595335,0,5.866596,0.653638,42.40461,1.770815,10.723255,2.614385,3.44611,5.790518,87.708862,0,0,4.653724,"4",45.304256,25.660881,,,,,,5.290518,"0",0.704592542214481,0.378626991909559,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",5.26528306643013
"159",1.563184,0,6.140029,0.632113,41.969688,1.779362,10.906926,2.723462,3.495494,5.776298,87.340942,0,0,4.739667,"4",45.371254,25.975399,,,,,,5.276298,"0",0.676843412171906,0.357404321788309,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",2.47865182272653
"160",1.585953,0,6.029289,0.647357,42.145828,1.775901,10.832541,2.679286,3.474129,5.78245,87.489952,0,0,4.70486,"4",45.34412,25.907566,,,,,,5.28245,"0",0.720161673203211,0.388348927398897,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",11.5875762818778
"161",1.574688,0,5.893138,0.639815,42.362392,1.771645,10.741084,2.624974,3.456611,5.787494,87.673149,0,0,4.662066,"4",45.31076,25.831499,,,,,,5.287494,"0",0.713017698494992,0.38555622491407,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",12.237464643229
"162",1.553457,0,5.825111,0.6256,42.470592,1.769519,10.695389,2.597836,3.449462,5.789553,87.764687,0,0,4.640685,"4",45.29409,25.716658,,,,,,5.289553,"0",0.680896563524635,0.366176654583694,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",7.74142955223215
"163",1.608485,0,6.112828,0.662443,42.012955,1.778512,10.888655,2.712611,3.471356,5.783248,87.377541,0,0,4.731117,"4",45.36459,25.948215,,,,,,5.283248,"0",0.686333816499232,0.347091973545018,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",5.84490089172141
"164",1.580979,0,5.94721,0.644027,42.276382,1.773335,10.777406,2.646544,3.454691,5.788047,87.600395,0,0,4.679062,"4",45.324009,25.879566,,,,,,5.288047,"0",0.672720930240058,0.344065767467205,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",5.28272402548464
"165",1.551913,0,5.854064,0.624567,42.424541,1.770424,10.714837,2.609386,3.445565,5.790675,87.725731,0,0,4.649785,"4",45.301186,25.773058,,,,,,5.290675,"0",0.647306251323603,0.331886542328533,9g-7,8a,7b,0.479203594999308,0.695716774048162,0.546356435864528,0.218106170186996,0.349765559006755,0.25892739988992,BIO,BIO,,,"5059.946667","3009.248771",2.84014454353019
"166",2.227691,0,6.869648,1.077016,40.809162,1.802167,11.397028,3.014518,3.252115,5.846379,86.359192,0,0,4.968994,"4",45.55003,25.554968,,,,,,5.346379,"0",0.882136348090462,0.570341755467771,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",10.0611925717094
"167",2.256149,0,6.886152,1.096069,40.782913,1.802683,11.408114,3.021102,3.246786,5.847914,86.336983,0,0,4.974181,"4",45.554073,25.402889,,,,,,5.347914,"0",0.882270581743136,0.575655959770379,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",8.93820416915696
"168",2.152076,0,6.589467,1.02639,41.254818,1.79341,11.208824,2.90275,3.245693,5.848228,86.736191,0,0,4.88093,"4",45.481377,25.57073,,,,,,5.348228,"0",0.878607308565161,0.570728516917346,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",10.8704718509107
"169",2.185497,0,6.609503,1.048766,41.222946,1.794036,11.222283,2.910743,3.240757,5.84965,86.709236,0,0,4.887228,"4",45.486286,25.415749,,,,,,5.34965,"0",0.885826352580587,0.577374542256673,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",11.9224572195817
"170",2.218886,0,6.624728,1.071121,41.19873,1.794512,11.23251,2.916816,3.234149,5.851552,86.688744,0,0,4.892013,"4",45.490017,25.262674,,,,,,5.351552,"0",0.795730986083898,0.48498657544892,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",5.66966475363006
"171",2.163498,0,6.86718,1.034038,40.813087,1.80209,11.39537,3.013534,3.265622,5.84249,86.362511,0,0,4.968218,"4",45.549423,25.683399,,,,,,5.34249,"0",0.805612283470441,0.494429824613699,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",3.24139804598235
"172",2.281226,0,6.878943,1.112859,40.794376,1.802458,11.403272,3.018227,3.238654,5.850255,86.346687,0,0,4.971916,"4",45.552307,25.253237,,,,,,5.350255,"0",0.833355453116318,0.521940307715741,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",4.49905664622202
"173",2.08434,0,6.598331,0.981039,41.240715,1.793687,11.214779,2.906286,3.261885,5.843566,86.724266,0,0,4.883716,"4",45.483551,25.697163,,,,,,5.343566,"0",0.811437510555812,0.504142218956949,13g-14,8a,7b,0.548727381857935,0.899578714002144,0.820619882744187,0.243253411367005,0.607507016547582,0.523796835373106,REF_4,REF_4,,,"6747.78","8423.087023",4.00644533410377
"174",1.792241,0,6.663643,0.785472,41.136833,1.795728,11.25865,2.93234,3.484361,5.779503,86.636383,0,0,4.904244,"4",45.499554,26.173687,,,,,,5.279503,"0",0.632363447705437,0.324094181751544,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",2.65981213655323
"175",1.838266,0,6.824862,0.816287,40.880398,1.800767,11.366944,2.996653,3.477911,5.781361,86.419456,0,0,4.954917,"4",45.539055,26.269821,,,,,,5.281361,"0",0.64677698562276,0.330499364021244,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",7.3022731343226
"176",1.929703,0,6.936482,0.877506,40.702858,1.804256,11.441922,3.04118,3.451102,5.789081,86.269264,0,0,4.990001,"4",45.566402,26.364468,,,,,,5.289081,"0",0.647968468313431,0.322201283441015,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",3.81309242146381
"177",1.759676,0,6.495934,0.763669,41.403587,1.790486,11.145996,2.865438,3.468836,5.783974,86.862045,0,0,4.851532,"4",45.458458,26.097443,,,,,,5.283974,"0",0.642729594792132,0.324062104974683,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",5.27412771142554
"178",1.713674,0,6.308404,0.73287,41.701874,1.784625,11.020028,2.79063,3.452565,5.788659,87.11438,0,0,4.792589,"4",45.41251,26.012499,,,,,,5.288659,"0",0.679133141445353,0.343312964135712,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",5.2741232039989
"179",1.668532,0,6.196609,0.702646,41.879692,1.78113,10.944933,2.746033,3.44268,5.791505,87.264809,0,0,4.757451,"4",45.385117,25.891394,,,,,,5.291505,"0",0.619002165099626,0.303127398907521,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",1.87782159706694
"180",1.808747,0,6.645994,0.796523,41.164906,1.795177,11.246795,2.925299,3.458803,5.786863,86.660133,0,0,4.898697,"4",45.495228,26.180935,,,,,,5.286863,"0",0.69088783938288,0.345887976786955,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",12.2510656426311
"181",1.764451,0,6.451118,0.766866,41.474873,1.789085,11.115891,2.84756,3.439933,5.792296,86.922348,0,0,4.837445,"4",45.447479,26.081915,,,,,,5.292296,"0",0.692865047904506,0.346227840082365,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",12.2510635909275
"182",1.721773,0,6.336836,0.738292,41.656647,1.785513,11.039126,2.801972,3.427882,5.795767,87.076126,0,0,4.801526,"4",45.419476,25.945217,,,,,,5.295767,"0",0.598909356455596,0.292405546235234,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",3.20388160069706
"183",1.909371,0,6.764952,0.863893,40.975693,1.798895,11.326701,2.972754,3.429985,5.795161,86.500069,0,0,4.936087,"4",45.524376,26.260719,,,,,,5.295161,"0",0.640287663306022,0.318695290985523,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",6.42992931051413
"184",1.870142,0,6.58728,0.837629,41.258297,1.793341,11.207355,2.901877,3.411864,5.800379,86.739136,0,0,4.880242,"4",45.480843,26.145119,,,,,,5.300379,"0",0.64077920433096,0.324693277538207,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",7.55292200192343
"185",1.829195,0,6.488585,0.810214,41.415276,1.790257,11.14106,2.862507,3.402471,5.803084,86.871933,0,0,4.849222,"4",45.456657,25.990543,,,,,,5.303084,"0",0.562839116415231,0.281445387553017,7g-6,7a,7b,0.465760888251951,0.642598566522462,0.556183642419098,0.209493611413676,0.296142626139715,0.242336352312953,OG2,OG2,,,"3570.58","2745.0149",1.38489821003168
"186",2.243862,0,7.328365,1.087843,40.079533,1.816505,11.705158,3.197508,3.318641,5.827223,85.741959,0,0,5.113173,"4",45.662426,26.511089,,,,,,5.327223,"0",0.750944345741874,0.463698672830952,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",8.32087913848227
"187",2.16269,0,7.493679,1.033496,39.816586,1.821672,11.816203,3.263454,3.329077,5.824218,85.519516,0,0,5.165133,"3",45.70293,26.669744,,,,,,5.324218,"0",0.651774629515307,0.361346637627648,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",0.669836276618298
"188",2.195981,0,7.443178,1.055785,39.896912,1.820093,11.782281,3.243309,3.307632,5.830393,85.587471,0,0,5.149261,"3",45.690556,26.522766,,,,,,5.330393,"0",0.802206616625875,0.503586343567143,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",12.1036684211576
"189",2.162132,0,7.582454,1.033123,39.675381,1.824447,11.875836,3.298868,3.314211,5.828498,85.400063,0,0,5.193037,"3",45.724682,26.521059,,,,,,5.328498,"0",0.782163583289841,0.475084641062854,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",5.3833819006104
"190",2.252696,0,7.220029,1.093757,40.25185,1.813119,11.632387,3.154291,3.298981,5.832884,85.887726,0,0,5.079123,"4",45.63588,26.382257,,,,,,5.332884,"0",0.742590247847594,0.456850478750627,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",7.50237518770155
"191",2.203009,0,7.359018,1.060491,40.030777,1.817463,11.725749,3.209736,3.296118,5.833709,85.700714,0,0,5.122808,"4",45.669933,26.382339,,,,,,5.333709,"0",0.799394714485276,0.500829498814933,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",12.2510698722326
"192",2.172999,0,7.528685,1.040398,39.760906,1.822766,11.839718,3.277419,3.308455,5.830156,85.472412,0,0,5.176136,"3",45.711506,26.3675,,,,,,5.330156,"0",0.795066991492019,0.487088418737527,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",5.27412212273339
"193",2.199301,0,7.514412,1.058008,39.783607,1.82232,11.830131,3.271725,3.306599,5.83069,85.491615,0,0,5.17165,"3",45.708012,26.187351,,,,,,5.33069,"0",0.7825687586088,0.473489945311602,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",3.73978274915135
"194",2.243186,0,7.120544,1.08739,40.410091,1.810009,11.56556,3.114605,3.287557,5.836174,86.021591,0,0,5.047853,"4",45.611504,26.227045,,,,,,5.336174,"0",0.727104338383062,0.446869029365442,5g-10,7a,7b,0.413600110473442,0.799552182333851,0.640110328990407,0.19347219147866,0.482321273447609,0.345751562461918,PCW,PCW,,,"5251.913333","4548.164028",5.74862829159247
